;feature;shap_value
1558;OTX2;0.0
1565;LPHN3;0.0
1564;HIST1H1B;0.0
1562;RRAS;0.0
1115;TRAJ41;0.0
1560;TRAF5;0.0
1559;PHF8;0.0
1557;CBX3P3;0.0
1272;FGF5;0.0
1118;CDK4;0.0
1556;ATXN2;0.0
1119;CRCT1;0.0
1555;RN7SL263P;0.0
1554;AGO1;0.0
1539;MYB-AS1;0.0
1540;GDNF;0.0
1537;BEND2;0.0
1252;PHGDH;0.0
1143;DDX10;0.0
1140;AFF3;0.0
1507;PIGA;0.0
1506;LAMP1;0.0
1505;IRF1;0.0
1504;BCAS3;0.0
1503;TRIM24;0.0
1142;CDT1;0.0
1144;CD58;0.0
1130;TRAJ17;0.0
1145;CTNNA3;0.0
1501;HIST1H1A;0.0
1499;ACVR2A;0.0
1496;SETD5;0.0
1495;TRAJ58;0.0
1250;GOPC;0.0
1248;CNOT3;0.0
1510;EED;0.0
1251;CHD7;0.0
1138;DEK;0.0
1514;PTTG1;0.0
1131;IL15;0.0
1535;AC068134.10;0.0
1534;GH1;0.0
1533;HIGD1AP9;0.0
1530;TRAJ46;0.0
1133;EGR1;0.0
1527;CYP2C19;0.0
1524;ITGB3;0.0
1522;NT5E;0.0
1521;AIFM3;0.0
1135;MKL1;0.0
1520;HDAC7;0.0
1519;FRK;0.0
1518;CAMTA1;0.0
1517;SLC9A3R1;0.0
1566;DIRC2;0.0
1570;LRIG3;0.0
1112;ZMYM3;0.0
1610;CUL1;0.0
1267;ACVRL1;0.0
1082;HLA-C;0.0
1618;HABP2;0.0
1617;KB-67B5.12;0.0
1616;LTB;0.0
1613;SETD7;0.0
1084;LAMB3;0.0
1268;EML4;0.0
1601;IFNL3;0.0
1609;WNK2;0.0
1608;LENG1;0.0
1607;MKNK1;0.0
1270;TRAJ9;0.0
1258;TRAJ47;0.0
1603;RPEP4;0.0
1089;LPP;0.0
1266;XBP1;0.0
1261;HIST1H3G;0.0
1079;IL2RB;0.0
1078;NADK;0.0
1264;SRY;0.0
1066;SMG1;0.0
1067;ALB;0.0
1626;C3orf70;0.0
1069;RNF213;0.0
1070;PRKCE;0.0
1071;RFC2;0.0
1072;TIGIT;0.0
1073;SYT1;0.0
1074;FGF8;0.0
1624;TBL1XR1;0.0
1623;U2AF2;0.0
1076;STAT4;0.0
1077;TLL2;0.0
1622;CCT6B;0.0
1602;TRAC;0.0
1257;C8orf34;0.0
1254;HLA-DRB5;0.0
1105;GNAQ;0.0
1582;HLA-DOB;0.0
1581;SBNO1;0.0
1102;HLA-DQA1;0.0
1255;CKS1B;0.0
1579;ZNF471;0.0
1103;NPM3;0.0
1271;TRGJP2;0.0
1106;HSP90AB1;0.0
1600;WTAP;0.0
1578;HCG4P8;0.0
1576;PPARA;0.0
1108;IGHJ6;0.0
1575;HSP90AA1;0.0
1573;TRAJ54;0.0
1109;TAL2;0.0
1491;TRAJ52;0.0
1101;PPARD;0.0
1100;DDB2;0.0
1584;USP6;0.0
1256;ING4;0.0
1599;EPHB6;0.0
1090;DMC1;0.0
1597;ZNF708;0.0
1596;MST1;0.0
1091;KLF5;0.0
1092;MAP3K6;0.0
1595;SYNE2;0.0
1592;CASR;0.0
1591;SETD1A;0.0
1094;PAX8;0.0
1590;EBF1;0.0
1588;EGFR-AS1;0.0
1587;ZNF521;0.0
1097;MCM3;0.0
1098;BLNK;0.0
1279;GSTP1;0.0
1152;IGLJ7;0.0
1488;YEATS4;0.0
1205;OGG1;0.0
1394;RPS6KA2;0.0
1393;TRAJ7;0.0
1201;PAX8-AS1;0.0
1203;DUSP22;0.0
1391;CEP57;0.0
1390;APLNR;0.0
1389;FURIN;0.0
1387;TAP1;0.0
1372;SDCCAG8;0.0
1386;HLA-DRA;0.0
1383;EPOR;0.0
1381;IGHJ4;0.0
1379;CAD;0.0
1207;MGMT;0.0
1377;UBR5;0.0
1373;FANCE;0.0
1200;KLF6;0.0
1306;GNAI3;0.0
1198;ZNF331;0.0
1197;DPYD;0.0
1187;RAD51;0.0
1188;HOXD11;0.0
1189;SFPQ;0.0
1407;IGHJ5;0.0
1301;RP1-1J6.2;0.0
1403;HLA-DRB6;0.0
1191;RP11-288G3.4;0.0
1302;TUSC3;0.0
1304;AFF2;0.0
1399;MT-TL2;0.0
1305;WRAP53;0.0
1398;AGMO;0.0
1397;MARK4;0.0
1195;TRGJP;0.0
1196;RFC3;0.0
1232;KIAA1549;0.0
1210;IFNAR1;0.0
1151;MLF1;0.0
1337;RPA2;0.0
1347;AIP;0.0
1344;THADA;0.0
1311;TEX12;0.0
1343;CD79B;0.0
1341;SEPT9;0.0
1222;RP11-380G5.3;0.0
1340;HLA-E;0.0
1335;TRBJ2-2P;0.0
1211;TINF2;0.0
1225;CD28;0.0
1331;TXLNG2P;0.0
1317;GLMN;0.0
1328;LTK;0.0
1327;IL2RA;0.0
1318;TOE1;0.0
1320;SAMHD1;0.0
1219;ZBTB2;0.0
1310;SIK2;0.0
1230;ITGB2;0.0
1218;HLA-DPB1;0.0
1371;NDFIP1;0.0
1370;MBL2;0.0
1214;COL22A1;0.0
1368;CADM2;0.0
1367;ATP7B;0.0
1366;TBC1D12;0.0
1363;TRAJ39;0.0
1309;COPB1;0.0
1362;EDNRB;0.0
1360;BCL3;0.0
1358;SGCD;0.0
1357;CD40;0.0
1356;CACNA1D;0.0
1355;PARP2;0.0
1353;HLF;0.0
1408;PCNA;0.0
1409;HSPA5;0.0
1410;FOXF1;0.0
1241;PCDHAC1;0.0
1158;MAPK8;0.0
1284;HLA-DQB2;0.0
1159;NKX3-1;0.0
1448;NFE2;0.0
1447;NCOA2;0.0
1242;CDCA5;0.0
1443;IL10RA;0.0
1442;TNFRSF17;0.0
1411;ELP2;0.0
1440;SH2B2;0.0
1263;RPL21P4;0.0
1162;CUL4B;0.0
1290;DNAH5;0.0
1439;UMPS;0.0
1437;TRAJ23;0.0
1164;PICALM;0.0
1453;RPN1;0.0
1456;CBFA2T3;0.0
1281;CUL4A;0.0
1245;MITF;0.0
1486;ITGA10;0.0
1326;LRRK2;0.0
1485;STAG1;0.0
1246;RPL26;0.0
1481;DDX31;0.0
1477;PALLD;0.0
1475;CTD-2267D19.2;0.0
1473;FBXW4P1;0.0
1470;ITPKB;0.0
1468;TNFRSF9;0.0
1465;MCM5;0.0
1462;NUDT15;0.0
1460;LDLR;0.0
1457;ACTA2;0.0
1157;TRAJ49;0.0
1291;TPR;0.0
1436;NRG3;0.0
1435;TARBP2;0.0
1422;C3orf72;0.0
1421;ARID3B;0.0
1296;CD74;0.0
1178;U2AF1;0.0
1420;TAF4B;0.0
1298;TLX3;0.0
1419;MT-TS2;0.0
1418;NFKB2;0.0
1416;TGFB1;0.0
1180;SPACA1;0.0
1181;HIST1H2AL;0.0
1299;IFNGR2;0.0
1414;WNK1;0.0
1300;MSI2;0.0
1183;SOD2;0.0
1412;ETV3;0.0
1177;MTCP1;0.0
1175;TNFRSF11A;0.0
1166;FOXO3;0.0
1423;MAGI1;0.0
1434;HIF1A-AS2;0.0
1167;FBXO31;0.0
1292;NFKB1;0.0
1430;TRGJ2;0.0
1168;HLA-DMA;0.0
1169;NFKBIZ;0.0
1428;MAPKAP1;0.0
1426;TMEM127;0.0
1170;AGTR2;0.0
1425;NEXN;0.0
1171;TADA3;0.0
1293;LAMB4;0.0
1173;TRAJ38;0.0
1237;DTWD2;0.0
1174;TRAJ59;0.0
1346;RTEL1-TNFRSF6B;0.0
0;BABAM1;0.0
1063;NCSTN;0.0
340;NDE1;0.0
351;CHIC2;0.0
349;EPHB4;0.0
348;RELN;0.0
345;IGLJ5;0.0
343;DYNC1I1;0.0
342;CREB1;0.0
339;FAN1;0.0
353;RNA5SP74;0.0
335;TRAJ13;0.0
334;HIST1H3F;0.0
328;HIST1H3D;0.0
327;C21orf128;0.0
325;TMEM216;0.0
324;TYK2;0.0
352;ARHGAP26;0.0
354;GABRA6;0.0
260;ZMYM2;0.0
369;RRM1;0.0
380;MCM6;0.0
379;RINT1;0.0
378;TMEM50B;0.0
376;CTTNBP2;0.0
374;SMARCC2;0.0
370;TRAJ5;0.0
365;LMNA;0.0
355;ASMTL;0.0
364;MYO18A;0.0
363;PKD1L2;0.0
362;REST;0.0
359;ERCC1;0.0
358;KDM4C;0.0
356;TFRC;0.0
322;RBM15;0.0
321;GRID1;0.0
320;CFL1;0.0
275;FGF7;0.0
283;PGAP3;0.0
281;MCM4;0.0
280;DYNC2H1;0.0
279;ARFRP1;0.0
277;TBX22;0.0
276;FGF1;0.0
273;KDM3A;0.0
318;UGT1A9;0.0
272;ZFP36L1;0.0
271;MERTK;0.0
265;LDLRAP1;0.0
264;CTC1;0.0
263;HOXA11;0.0
262;AIMP2;0.0
285;IL2;0.0
288;SPRY1;0.0
291;IL3;0.0
293;MDC1-AS1;0.0
294;SLX1B;0.0
298;CDK2;0.0
299;TIMP3;0.0
301;HLA-DQA2;0.0
303;SF3A1;0.0
305;PTPN13;0.0
306;MAGEA8;0.0
307;RP11-326G21.1;0.0
310;FCGR2A;0.0
311;BTG2;0.0
312;CMPK1;0.0
316;PSIP1;0.0
317;TAF15;0.0
384;IGHD5-12;0.0
387;SPI1;0.0
389;PRAME;0.0
484;RIPK3;0.0
498;BBC3;0.0
496;TLR2;0.0
493;BTLA;0.0
492;LRP6;0.0
491;CAMK1;0.0
490;TRIP13;0.0
480;GTSE1;0.0
461;IDO1;0.0
478;TNF;0.0
477;MAGEA1;0.0
474;CYP1B1;0.0
472;RASGEF1A;0.0
469;YY1AP1;0.0
466;TRAJ32;0.0
500;ZNF620;0.0
503;RPGR;0.0
504;MAGED1;0.0
506;ID4;0.0
507;ANKRD24;0.0
508;CBR3;0.0
510;BTG1;0.0
512;POU5F1;0.0
517;TRIM33;0.0
518;HTRA1;0.0
519;JAZF1-AS1;0.0
520;SF1;0.0
521;CDH2;0.0
522;RPL21P122;0.0
526;BCLAF1;0.0
527;EZR;0.0
528;RANP1;0.0
464;TRAJ26;0.0
460;FAF1;0.0
392;IFIT1P1;0.0
416;USP7;0.0
424;FSBP;0.0
423;CTRC;0.0
420;SLC7A8;0.0
419;CDC45;0.0
418;OR6A2;0.0
417;TRBJ2-3;0.0
414;HSD11B2;0.0
459;TANC1;0.0
410;STAG3;0.0
408;DUSP4;0.0
403;MAML3;0.0
398;CFTR;0.0
396;TIPARP;0.0
393;HCG4P5;0.0
425;HMBS;0.0
428;PRKAG2;0.0
433;RRAS2;0.0
434;HLA-DRB1;0.0
435;HLA-DPA1;0.0
437;ADGRA2;0.0
438;KCNIP1;0.0
441;GID4;0.0
442;LIFR;0.0
444;LINC00894;0.0
448;MLLT4;0.0
449;HIF1A;0.0
451;SETD4;0.0
452;BRSK1;0.0
453;TRAJ28;0.0
456;HLA-F;0.0
458;SAMD9;0.0
261;RNU1-61P;0.0
259;BIRC2;0.0
530;S1PR2;0.0
92;WEE1;0.0
102;GFI1B;0.0
101;SIK1;0.0
100;ZFPM1;0.0
99;NEK1;0.0
98;PBX1;0.0
94;TCEB1;0.0
89;MUC1;0.0
105;SH2D2A;0.0
86;TAF1L;0.0
85;DST;0.0
83;PRPS2;0.0
80;C7orf55-LUC7L2;0.0
78;MTHFR;0.0
74;SEMA3C;0.0
104;SMUG1;0.0
107;TRAJ29;0.0
258;SUV39H2;0.0
121;PTPN6;0.0
138;RNF139;0.0
134;TPM1;0.0
133;RP11-211G3.2;0.0
130;ABCC3;0.0
128;PASK;0.0
125;CYP17A1;0.0
120;SCG5;0.0
110;C10orf54;0.0
118;IGHD2-8;0.0
117;GNB1;0.0
115;HIST1H2AM;0.0
114;HLA-DOA;0.0
112;NTRK3-AS1;0.0
111;DNM2;0.0
73;SNORD95;0.0
71;KRIT1;0.0
70;PDE4DIP;0.0
24;ARNT;0.0
35;NDUFB11;0.0
34;XRCC2;0.0
33;ARHGEF28;0.0
32;UGT1A1;0.0
29;TYMS;0.0
28;CTDNEP1;0.0
21;STK36;0.0
68;FZR1;0.0
19;CD3EAP;0.0
16;PPP6C;0.0
15;DCAF4L2;0.0
14;PDCD11;0.0
11;ZSWIM4;0.0
6;PLAG1;0.0
37;TAPSAR1;0.0
39;PLEKHG5;0.0
40;HIST1H2BK;0.0
41;LARP4B;0.0
42;ATP6V1B2;0.0
45;NIN;0.0
49;SEC23B;0.0
50;IKBKB;0.0
52;P2RY8;0.0
54;LAMA2;0.0
56;GMNN;0.0
57;CENPA;0.0
61;WWTR1;0.0
64;IGLJ3;0.0
65;CSNK1A1;0.0
66;ETS2;0.0
67;RNF8;0.0
142;APOBEC3G;0.0
143;CPS1;0.0
144;CYP19A1;0.0
214;AP003419.16;0.0
220;MAP3K2;0.0
219;SESN3;0.0
218;MTHFD2;0.0
217;TRAJ50;0.0
216;KDM2B;0.0
215;PRKG1;0.0
213;TYRO3;0.0
198;CLTCL1;0.0
211;HOXC13;0.0
209;MTR;0.0
207;CBFB;0.0
205;PTPRR;0.0
204;EGF;0.0
200;PTPRM;0.0
221;RP11-811P12.3;0.0
225;RNF2;0.0
227;CD70;0.0
228;YES1;0.0
230;CDC42;0.0
231;HAVCR2;0.0
232;INSRR;0.0
234;FANCF;0.0
237;KCNJ5;0.0
238;ARID4B;0.0
242;TSHZ3;0.0
244;CCDC157;0.0
246;NKX2-1-AS1;0.0
248;VAV2;0.0
251;DDX41;0.0
252;GALNT12;0.0
257;MIB1;0.0
199;HIST1H2BB;0.0
196;BRINP3;0.0
146;DCUN1D1;0.0
156;MIR3960;0.0
167;FOSB;0.0
164;RAD52;0.0
163;SPRTN;0.0
160;TPMT;0.0
159;PRKACG;0.0
158;PRKCQ;0.0
155;PCM1;0.0
193;C9orf129;0.0
154;IGHD3-10;0.0
153;INSIG1;0.0
152;KCNQ1;0.0
150;HIST1H2BO;0.0
149;GPR32;0.0
147;TRAJ57;0.0
168;IGHJ2;0.0
169;PRDM16;0.0
170;CD36;0.0
171;SGK1;0.0
173;LRRC14;0.0
174;ABI1;0.0
175;KBTBD4;0.0
177;GLDC;0.0
178;TPM4;0.0
179;XRCC3;0.0
180;EXOSC6;0.0
183;STMN2;0.0
185;BACH2;0.0
186;HLA-DQB1-AS1;0.0
187;ZBTB20;0.0
189;VEGFB;0.0
191;CDC7;0.0
529;TRRAP;0.0
532;NOP10;0.0
1061;ZNF750;0.0
878;ARID3C;0.0
899;ASH2L;0.0
897;TRAJ25;0.0
893;CLK3;0.0
888;RASA2;0.0
886;TPM3;0.0
882;ASPSCR1;0.0
876;RBBP8;0.0
905;RPL5;0.0
874;COL2A1;0.0
872;SMARCAL1;0.0
871;PPP2R2A;0.0
868;TRBJ2-6;0.0
866;RRAGC;0.0
863;FGA;0.0
902;AC004041.2;0.0
906;HDAC1;0.0
798;RSF1;0.0
920;RELA;0.0
933;IGHD3-9;0.0
930;MAG;0.0
928;TCF12;0.0
927;HSPH1;0.0
922;UGT1A6;0.0
921;ARID4A;0.0
919;HLA-F-AS1;0.0
908;SMARCA1;0.0
918;ZNF384;0.0
914;DDIT3;0.0
913;SPECC1;0.0
912;PDPK2;0.0
910;RP11-366L20.2;0.0
909;SS18L1;0.0
862;PTPN22;0.0
859;SBDS;0.0
856;CDK6;0.0
811;FNTB;0.0
824;IGLJ6;0.0
821;CERKL;0.0
818;TRAJ8;0.0
816;ALS2CR12;0.0
813;NOD1;0.0
812;GAB1;0.0
810;FOXO4;0.0
855;VAV1;0.0
809;THSD7A;0.0
808;MCM7;0.0
807;DTX1;0.0
804;RNU5E-6P;0.0
803;MOB3B;0.0
802;MCM2;0.0
825;EPHA6;0.0
826;NUP98;0.0
827;TRAJ22;0.0
829;PPM1E;0.0
830;TRBJ2-2;0.0
832;CRBN;0.0
833;MGAM;0.0
836;AURKC;0.0
837;FAM20A;0.0
838;ESPL1;0.0
841;MAP3K8;0.0
844;RYR2;0.0
847;PIAS4;0.0
848;RPS15;0.0
850;ARFGAP3;0.0
852;LMO3;0.0
854;ARID3A;0.0
934;CDC6;0.0
936;OR5L1;0.0
937;SHANK2;0.0
1020;FOXQ1;0.0
1036;AHNAK;0.0
1035;CYP2D6;0.0
1033;PPP1R15A;0.0
1030;RIT1;0.0
1027;IL6R;0.0
1026;MMP2;0.0
1017;CACNA2D3;0.0
1005;CCNE1;0.0
1016;TRAJ18;0.0
1014;CD274;0.0
1012;HERC2;0.0
1011;HIST1H2BJ;0.0
1010;THBS1;0.0
1008;HDAC2;0.0
1040;NR3C1;0.0
1041;SMARCC1;0.0
1043;IGHD6-13;0.0
1044;UROD;0.0
1045;PAXIP1-AS2;0.0
1046;SETD3;0.0
1048;JAZF1;0.0
1049;BIRC5;0.0
1051;TRAJ33;0.0
1052;TRAJ53;0.0
1053;INPP5D;0.0
1054;PRR16;0.0
1055;PCBP1;0.0
1056;RSPO3;0.0
1057;SLC47A2;0.0
1059;PGBD3;0.0
1060;PTPN2;0.0
1007;H3F3B;0.0
1004;RPS6KB1;0.0
941;OMD;0.0
958;PRKN;0.0
971;HIST1H2BG;0.0
970;CDH20;0.0
968;CYP3A5;0.0
967;CBLC;0.0
962;NLRP1;0.0
961;NCOA4;0.0
955;MAP3K10;0.0
1003;RNASEL;0.0
954;SIAH1;0.0
952;TMED1;0.0
948;POLG;0.0
947;POU2F2;0.0
946;TTYH1;0.0
944;RASGEF1B;0.0
973;RAD51D;0.0
977;FAM20C;0.0
978;SP140;0.0
979;MEF2C;0.0
981;RNA5SP218;0.0
983;ING1;0.0
985;FHIT;0.0
986;LIPI;0.0
987;C11orf65;0.0
988;IFIT2;0.0
991;FDPS;0.0
993;TRAJ10;0.0
994;ATP1A1;0.0
995;UBA2;0.0
996;SHH;0.0
997;NPNT;0.0
1000;DNAH9;0.0
800;HOXA3;0.0
793;CHRNA10;0.0
533;NQO1;0.0
604;LGR5;0.0
625;KLLN;0.0
616;PGBD5;0.0
614;OGT;0.0
613;NEIL2;0.0
612;LY9;0.0
607;SPINK1;0.0
601;TRAJ42;0.0
628;SLC45A3;0.0
600;PINLYP;0.0
599;TMEM30A;0.0
597;PPP2CB;0.0
593;POLD2;0.0
591;FRMD3;0.0
590;TFEB;0.0
626;NRIP1;0.0
629;SPRED1;0.0
792;L1CAM;0.0
641;MAGOH;0.0
653;BOD1L1;0.0
652;SLC26A3;0.0
650;TFEC;0.0
648;LTF;0.0
647;HNF1B;0.0
646;LARGE;0.0
639;ATP6AP1;0.0
632;IFNAR2;0.0
638;ECT2L;0.0
637;HLA-DMB;0.0
636;TRBC2;0.0
635;ARID5A;0.0
634;IGHJ3;0.0
633;KLRG1;0.0
587;NPRL3;0.0
586;ASNS;0.0
585;FAM175A;0.0
543;LRRFIP2;0.0
551;FCGR3A;0.0
549;TCL1A;0.0
548;GUCY1A2;0.0
547;HIST2H3D;0.0
545;TMEM173;0.0
544;NR2F1;0.0
542;WDR90;0.0
583;PC;0.0
540;PPBP;0.0
539;CHURC1;0.0
537;FMNL3;0.0
536;BCL7A;0.0
535;RHOH;0.0
534;HFE;0.0
552;SETD8;0.0
554;FGF12;0.0
555;IKZF2;0.0
557;MIR5196;0.0
559;TRAJ6;0.0
561;LCK;0.0
562;CACNA1E;0.0
565;GNA12;0.0
566;TADA1;0.0
567;HIST1H2AC;0.0
568;DNASE1L1;0.0
573;PMAIP1;0.0
577;SSX4;0.0
579;WHSC1L1;0.0
580;IGHD5-5;0.0
581;BRCC3;0.0
582;TNK2;0.0
657;MAD2L2;0.0
659;LAG3;0.0
662;NEIL1;0.0
741;LRP1;0.0
757;CDKN1C;0.0
755;ACTG1;0.0
753;AJUBA;0.0
751;IFIT1;0.0
747;FGF6;0.0
742;KCNK12;0.0
740;MLLT10;0.0
723;C9orf66;0.0
736;MS4A1;0.0
733;UBE2T;0.0
731;EP400;0.0
730;MPEG1;0.0
728;USH2A;0.0
727;CLRN2;0.0
758;HLA-DPB2;0.0
760;MC1R;0.0
761;NDUFB2;0.0
762;ETAA1;0.0
764;DUSP6;0.0
767;NAB2;0.0
770;ABCB1;0.0
771;MNX1;0.0
776;SOX11;0.0
779;HCAR1;0.0
783;SNX31;0.0
784;CRTC3;0.0
785;HIST1H4E;0.0
786;OLIG2;0.0
787;FGF9;0.0
789;SETD1B;0.0
790;RNU6-233P;0.0
724;SOCS3;0.0
722;FLYWCH1;0.0
666;MYO1A;0.0
683;EPHB2;0.0
694;DHX15;0.0
693;CCDC6;0.0
689;NHP2;0.0
687;CD19;0.0
686;JMJD1C;0.0
685;PTGS2;0.0
682;MAPK3;0.0
721;SSX1;0.0
681;RP11-244F12.3;0.0
679;IL6ST;0.0
675;SLX1A;0.0
674;RP11-461L13.2;0.0
669;HDAC9;0.0
667;FOS;0.0
695;STAB2;0.0
700;HSD3B2;0.0
701;FBXO11;0.0
702;BCL2L2;0.0
703;HIST1H2BC;0.0
705;DGKH;0.0
706;CLTC;0.0
710;ESCO2;0.0
711;TAZ;0.0
712;KDM5D;0.0
713;CDH23;0.0
715;HLA-G;0.0
716;RPL22;0.0
717;SETD6;0.0
718;TNKS2;0.0
719;RUSC1-AS1;0.0
720;ATIC;0.0
814;IFIT3;0.0
